GrowthRate,Consistency,Infection,Temperature,Special,y
0.4967141530112327,4.152480635954594,-0.357489653,1.4449313072831877,0,1
-0.138264301,4.093171783232292,-0.793961611,1.6855779943047635,0,1
0.6476885381006925,1.408713655,-0.856384909,0.037804481672061956,1,1
1.5230298564080254,4.339819616597126,-0.811448044,2.4842306827022407,1,1
-0.234153375,6.465658164,0.1657387223840856,2.492329681857649,0,1
-0.234136957,2.4515357618464098,-0.896675648,0.24539718863749896,0,1
1.5792128155073915,7.096965302101185,-0.32614625,1.6890541365726484,0,1
0.7674347291529088,5.9755496421686765,0.5063994038284587,1.680332221786081,0,0
-0.469474386,3.531533356057924,-0.411303667,2.2942426319199556,0,1
0.5425600435859647,4.716940725324305,0.5266161543602597,0.17853188880303159,0,1
-0.463417693,8.196643615282067,0.4909340764141106,1.9696922584878156,0,0
-0.465729754,6.467095627011732,-0.508345735,0.6590979774985587,1,1
0.24196227156603412,5.017567309796296,0.45764436018549093,1.4145043417460015,1,1
-1.913280245,4.524633366078032,0.49555327654420145,2.968463241152132,0,0
-1.724917833,5.153218140903319,-0.205092149,2.445943876287439,1,1
-0.562287529,3.976472884115393,-0.579159033,0.2531751540274657,0,1
-1.01283112,0.7905009885619707,0.042541614,1.788984054545014,0,0
0.3142473325952739,9.084355821069462,0.8427951760003927,6.9550684402664755,1,1
-0.908024076,5.310649998398803,0.2792334648641239,0.3410297116141693,0,1
-1.412303701,5.796294530245074,-0.654155005,3.833381671,0,1
1.465648768921554,4.884184500246183,0.3655138494670398,2.4250053647288534,0,1
-0.2257763,3.529766398550824,-0.145593945,2.9744698774200713,0,0
0.067528205,4.628151038102459,0.183057595,0.6624553428537561,1,1
-1.424748186,1.8012104756113776,0.4681280700462158,0.6790427633491493,1,0
-0.544382725,9.554172996106608,0.029894703028889635,4.729334988960622,1,0
0.11092258970986608,2.530976003155208,0.6279679491466172,0.892049374,1,0
-1.150993577,2.936067432305641,0.44431115863325554,0.13017684475575794,1,0
0.37569801834567196,4.119481591227199,0.23014668003702132,1.835567209205919,1,1
-0.60063869,7.576151449704755,-0.698414368,0.26664607218871594,0,1
-0.29169375,5.029017998525308,0.6718982218231366,3.1851246334357968,1,1
-0.601706612,2.527728407939075,0.8718111706396321,2.0530285642195643,0,0
1.8522781845089378,7.508676721514679,-0.726069752,4.1545119470889205,1,1
-0.013497225,6.462001253570962,-0.023517741,3.0727211189248913,0,1
-1.057710929,6.076869914432905,-0.482222516,0.23782305308648383,1,1
0.822544912,6.431468482341681,0.5090466148511292,0.959528382,1,1
-1.22084365,9.788723801164902,0.44325927200939996,2.9794046787920454,1,1
0.2088635950047554,9.370189790072224,-0.718229759,1.0803079633381278,1,1
-1.959670124,3.6265693139934094,0.7540545425232743,7.1773794721942865,0,1
-1.328186049,8.247769985622305,-0.638053872,2.6616470289253966,0,0
0.19686123586912352,5.766336379517801,0.5945180512962149,0.031242592563302266,0,0
0.7384665799954104,5.998191632275499,-0.086039281,4.240288612630453,0,1
0.1713682811899705,1.6154583367133428,-0.343455413,0.21251024221497686,0,1
-0.115648282,4.659228469223608,-0.683521475,0.302864114,0,0
-0.301103696,3.3743528193268704,-0.664771488,2.6522236315517542,0,1
-1.47852199,6.6561176297866185,0.3237811094018006,4.004495269103087,1,1
-0.719844208,7.142161001,0.10086077589424103,1.5372490383804864,1,1
-0.460638771,0.8510272979673772,-0.755829157,0.6823055990194449,0,0
1.0571222262189157,4.955930271991459,-0.774604279,0.8656177655035614,0,1
0.3436182895684614,7.243723009588504,-0.85537885,0.8398056531597995,0,1
-1.763040155,4.626642075,0.4875346947470882,0.7910635265099376,0,0
0.324083969,6.458127290004729,0.4237641704585784,0.5565454175632882,0,1
-0.38508228,5.702330935254168,-0.883138018,1.877415730638777,0,1
-0.676922,5.683320463905253,0.1205401511939459,4.613293030130076,0,1
0.6116762888408679,4.457370043863405,-0.83064769,0.7336884181244452,0,1
1.030999522495951,2.566838391728581,0.8074915412178834,0.4132964444573837,0,1
0.9312801191161986,2.756939705149945,0.8142348383602649,3.647462316633142,0,0
-0.839217523,6.418705028910635,0.3964659796262602,2.707912487488918,1,1
-0.309212376,5.038916511037766,0.852377843,5.342579395490063,1,1
0.33126343140356396,4.722975510785551,0.6229060608273811,0.36189237155266485,0,0
0.9755451271223592,4.152219915355295,0.6570771518540988,0.3115570744088919,0,0
-0.479174238,4.389622309038496,0.13941570113986645,1.559282012699142,0,1
-0.185658977,7.093823588976279,-0.387881604,1.9060839983828997,0,1
-1.106334974,4.329511836263946,-0.56440177,1.3085201301637073,0,1
-1.196206624,2.3178705733968625,-0.345599956,1.8274213078985035,0,0
0.812525822,6.4873035510803465,0.2569908601781241,0.3978283575548463,0,1
1.356240028570823,4.590246672270566,-0.654686928,1.3063679253557048,0,1
-0.072010122,5.062791731065553,-0.482719527,2.1464304491463935,1,1
1.0035328978920242,8.215156613,-0.063878274,1.1337567660711774,0,1
0.36163602504763415,4.958878885298986,-0.533899803,2.275417394590608,0,1
-0.645119755,5.578367346,0.17728733943212327,1.2000106289860655,0,1
0.36139560550841393,2.6421530174033494,0.8463520569126597,0.8117291182830451,0,0
1.5380365664659692,4.560661095,0.4961787314062529,0.7236766370222186,1,1
-0.035826039,6.219052090417202,0.33285322829782604,1.0583256512066863,0,1
1.5646436558140062,1.8892525323175153,0.16544295196755754,0.046720727,0,1
-2.619745104,5.401690186231419,-0.024104181,2.208406609296551,0,0
0.8219025043752238,5.2015821452896125,-0.626872281,3.7300238982765097,0,1
0.087047068,5.082574911174879,0.7894209108537311,0.8758539621988283,0,1
-0.29900735,7.074317797316486,-0.502927996,0.094252684,0,1
0.091760777,5.668877029697043,-0.817382245,8.651382946377293,1,1
-1.987568915,7.9561437967128885,0.5000303584573904,0.6122305305299764,0,0
-0.219671888,3.0128209688119276,-0.648768931,0.27077164303830087,0,1
0.3571125715117464,5.271849134436696,-0.256208001,0.9232853845049883,0,1
1.477894044741516,5.168933572779895,-0.943430143,2.683078295776948,1,1
-0.518270218,2.861491012,-0.725864115,0.6960438275006768,1,1
-0.808493603,6.912590004182692,-0.653592738,1.7099360201347573,1,1
-0.501757044,9.649346611705635,-0.891179744,1.0742022913199665,1,1
0.9154021177020741,4.965987851032338,0.31331391324569036,0.25059135263266347,1,1
0.32875110965968446,6.010042176547534,0.6740155916062345,0.8018120704611948,0,1
-0.529760204,5.1690369516306545,-0.253369187,2.5810268076723806,1,0
0.5132674331133561,3.572830660185648,0.7491529534364014,1.893519968155972,1,1
0.097077549,1.3584794443959676,-0.573306851,0.25516312435021754,0,0
0.9686449905328892,3.5884530338092695,-0.349219153,0.35663295898258246,0,1
-0.702053094,2.2160832380965374,-0.698526014,2.047380868896875,1,1
-0.327662147,8.408204156118236,0.24111839083799724,3.357741200404275,1,1
-0.392108153,4.769780612153522,-0.160260818,0.85994955,1,1
-1.463514948,4.308161341905659,0.22656669368379734,1.8092715897888587,1,1
0.29612027706457605,6.778307649575612,0.5233498107883672,0.37421057422189036,1,1
